winner_binary,season,team1,team2,runs_difference,wickets_difference,boundary_difference,team1_wickets,team2_wickets,team1_dot_ball_percentage,team2_dot_ball_percentage,toss_won_by_team1,toss_decision_bat,match_id
0,2016/17,India,New Zealand,15,0,4,1,1,66.66666666666666,71.66666666666667,1,0,1030221
1,2016/17,India,New Zealand,19,-1,3,1,2,54.83870967741935,59.01639344262295,1,0,1030223
0,2016/17,India,New Zealand,30,-1,4,0,1,41.53846153846154,63.934426229508205,0,1,1030225
1,2016/17,India,New Zealand,-1,-1,-2,1,2,60.317460317460316,65.57377049180327,1,1,1030227
1,2017,England,South Africa,-1,0,-2,1,1,55.55555555555556,55.00000000000001,0,0,1031425
1,2017,England,South Africa,-13,0,-2,1,1,64.51612903225806,51.66666666666667,0,0,1031427
0,2017,England,South Africa,-17,6,-3,6,0,72.58064516129032,56.25,0,0,1031429
0,2017,West Indies,England,-14,1,-3,2,1,55.73770491803278,36.666666666666664,1,1,1031667
1,2017,England,West Indies,-8,0,-4,1,1,56.451612903225815,62.295081967213115,0,0,1031671
0,2017,West Indies,England,-2,3,1,3,0,58.730158730158735,49.18032786885246,0,0,1031673
0,2017,West Indies,England,-6,1,-1,1,0,60.65573770491803,44.26229508196721,0,0,1031675
0,2017,Ireland,New Zealand,17,0,4,2,2,64.51612903225806,73.77049180327869,1,0,1033363
0,2017,Bangladesh,New Zealand,-2,-1,-1,0,1,60.65573770491803,56.666666666666664,0,0,1033365
0,2017,Ireland,Bangladesh,-31,2,-6,2,0,70.3125,52.307692307692314,0,0,1033367
0,2017,Ireland,New Zealand,27,-1,6,0,1,59.67741935483871,70.0,1,0,1033369
1,2017,Bangladesh,New Zealand,14,0,2,1,1,54.09836065573771,65.57377049180327,1,0,1033371
1,2016/17,India,England,16,-1,4,1,2,47.61904761904761,64.0625,1,0,1034819
1,2016/17,India,England,-23,2,-2,3,1,73.33333333333333,54.83870967741935,0,0,1034821
0,2016/17,India,England,-9,-2,1,0,2,75.40983606557377,61.53846153846154,1,0,1034823
1,2016/17,Pakistan,West Indies,30,0,7,1,1,60.65573770491803,63.33333333333333,0,0,1050223
1,2016/17,Pakistan,West Indies,9,1,0,2,1,50.79365079365079,55.55555555555556,1,1,1050225
1,2016/17,Pakistan,West Indies,20,-1,3,0,1,46.666666666666664,63.49206349206349,1,1,1050227
0,2016/17,Zimbabwe,Sri Lanka,-31,3,-8,3,0,75.40983606557377,60.65573770491803,0,0,1059710
0,2016/17,Sri Lanka,West Indies,-5,-1,-4,2,3,75.80645161290323,75.40983606557377,1,0,1059711
1,2016/17,Sri Lanka,West Indies,-8,0,-3,1,1,47.540983606557376,53.2258064516129,0,0,1059714
1,2016/17,Zimbabwe,West Indies,10,-2,0,1,3,66.66666666666666,66.66666666666666,1,1,1059715
0,2016/17,Zimbabwe,Sri Lanka,-13,-1,-4,2,3,60.0,55.73770491803278,1,1,1059716
0,2017,United Arab Emirates,Papua New Guinea,-6,0,-4,1,1,56.666666666666664,64.70588235294117,0,1,1068737
0,2017/18,Australia,England,-35,-1,-8,1,2,62.295081967213115,53.2258064516129,0,0,1072310
0,2017/18,Australia,England,-4,-1,-3,0,1,56.666666666666664,65.0,1,1,1072311
1,2017/18,England,Australia,-2,0,-1,2,2,60.60606060606061,62.295081967213115,0,0,1072312
0,2017/18,England,Australia,-43,3,-11,5,2,77.41935483870968,65.07936507936508,0,0,1072313
1,2017/18,England,Australia,3,-1,3,0,1,56.451612903225815,59.01639344262295,0,0,1072314
0,2017/18,Bangladesh,South Africa,-17,1,0,1,0,67.1875,46.666666666666664,1,1,1075504
1,2017/18,South Africa,Bangladesh,-12,-1,-5,0,1,46.03174603174603,54.09836065573771,0,0,1075505
1,2017/18,South Africa,Bangladesh,22,-3,4,0,3,50.81967213114754,62.903225806451616,1,1,1075506
1,2017,West Indies,Pakistan,10,-1,4,0,1,64.51612903225806,57.57575757575758,1,0,1077949
0,2017,West Indies,Pakistan,-5,-1,-3,2,3,58.730158730158735,58.333333333333336,1,0,1077950
0,2017,West Indies,Pakistan,-1,-1,-1,2,3,63.33333333333333,62.903225806451616,1,1,1077951
1,2016/17,Hong Kong,Scotland,9,-1,4,0,1,66.66666666666666,61.29032258064516,1,0,1078659
1,2016/17,United Arab Emirates,Scotland,22,-1,5,1,2,60.65573770491803,72.1311475409836,0,1,1078660
1,2016/17,United Arab Emirates,Hong Kong,-25,0,-6,0,0,63.934426229508205,62.295081967213115,1,0,1078661
0,2016/17,United Arab Emirates,Ireland,-39,0,-7,2,2,78.68852459016394,59.01639344262295,1,0,1080630
0,2016/17,United Arab Emirates,Ireland,6,3,0,3,0,65.625,68.33333333333333,1,1,1080631
0,2016/17,Sri Lanka,Bangladesh,34,-1,9,1,2,63.33333333333333,68.33333333333333,1,0,1083446
1,2016/17,Sri Lanka,Bangladesh,16,-3,2,0,3,46.96969696969697,56.451612903225815,0,0,1083448
1,2017,United Arab Emirates,Papua New Guinea,7,0,3,0,0,50.79365079365079,55.73770491803278,1,1,1089183
1,2017,Scotland,Zimbabwe,20,1,7,1,0,58.46153846153847,62.295081967213115,1,1,1089419
0,2017,Scotland,Zimbabwe,14,-1,2,1,2,60.0,66.66666666666666,1,1,1089420
0,2017,West Indies,India,32,-2,7,0,2,48.38709677419355,67.74193548387096,1,0,1098207
0,2017,West Indies,India,-6,1,2,2,1,70.0,63.07692307692307,1,0,1098208
1,2017,West Indies,India,-2,-2,-1,0,2,76.5625,75.40983606557377,1,1,1098209
0,2017,West Indies,India,-1,0,-1,1,1,60.65573770491803,63.33333333333333,1,1,1098210
0,2017,Sri Lanka,Zimbabwe,5,0,2,1,1,54.09836065573771,62.5,1,1,1104478
1,2017,Sri Lanka,Zimbabwe,-7,-1,2,1,2,75.80645161290323,56.451612903225815,1,0,1104479
1,2017,Sri Lanka,Zimbabwe,-18,1,-2,1,0,67.21311475409836,46.03174603174603,1,0,1104480
0,2017,Sri Lanka,Zimbabwe,-9,-1,-5,0,1,46.875,55.00000000000001,1,1,1104481
0,2017,Sri Lanka,Zimbabwe,-28,3,-7,3,0,68.75,63.934426229508205,0,0,1104482
0,2017,Sri Lanka,India,-9,-1,-4,0,1,48.4375,55.73770491803278,0,0,1109605
0,2017,Sri Lanka,India,-16,1,-3,1,0,63.934426229508205,53.84615384615385,0,0,1109606
0,2017,Sri Lanka,India,2,0,-1,2,2,67.74193548387096,70.49180327868852,1,1,1109607
1,2017,India,Sri Lanka,27,-2,6,1,3,52.459016393442624,69.84126984126983,1,1,1109608
0,2017,Sri Lanka,India,11,1,6,3,2,55.73770491803278,48.38709677419355,1,1,1109609
0,2017/18,England,New Zealand,13,-2,3,1,3,68.33333333333333,78.33333333333333,0,0,1115775
0,2017/18,New Zealand,England,-13,0,-3,2,2,72.58064516129032,67.74193548387096,0,0,1115776
1,2017/18,England,New Zealand,-11,0,-3,1,1,66.66666666666666,66.66666666666666,0,0,1115777
0,2017/18,England,New Zealand,33,-2,7,0,2,57.14285714285714,65.0,0,0,1115778
0,2017/18,New Zealand,England,-38,2,-9,2,0,70.49180327868852,59.01639344262295,0,0,1115779
0,2017/18,West Indies,New Zealand,-29,0,-5,0,0,72.58064516129032,52.459016393442624,0,0,1115795
1,2017/18,New Zealand,West Indies,13,-3,-1,1,4,50.81967213114754,63.33333333333333,0,0,1115796
1,2017/18,New Zealand,West Indies,-22,-2,-1,3,5,66.66666666666666,46.03174603174603,1,1,1115797
1,2017/18,New Zealand,Pakistan,22,-4,0,0,4,53.2258064516129,71.42857142857143,0,0,1115802
0,2017/18,Pakistan,New Zealand,-9,0,0,2,2,70.96774193548387,61.66666666666667,1,1,1115803
1,2017/18,New Zealand,Pakistan,28,-2,3,1,3,77.04918032786885,90.0,1,1,1115804
0,2017/18,Pakistan,New Zealand,-16,2,-3,2,0,68.33333333333333,56.451612903225815,1,1,1115805
1,2017/18,New Zealand,Pakistan,32,-2,5,1,3,58.06451612903226,70.49180327868852,1,1,1115806
1,2017/18,India,Australia,-13,-1,-1,3,4,68.25396825396825,55.73770491803278,1,1,1119496
1,2017/18,India,Australia,-3,-1,1,1,2,68.25396825396825,70.0,1,1,1119497
0,2017/18,Australia,India,-19,0,-4,0,0,58.730158730158735,50.81967213114754,1,1,1119498
1,2017/18,Australia,India,-2,0,2,0,0,59.67741935483871,55.00000000000001,1,1,1119499
0,2017/18,Australia,India,17,0,2,0,0,55.00000000000001,68.33333333333333,1,1,1119500
0,2018,Australia,England,3,-1,-4,2,3,57.377049180327866,71.66666666666667,1,1,1119537
1,2018,England,Australia,11,0,5,1,1,51.66666666666667,56.451612903225815,0,0,1119538
1,2018,England,Australia,-4,-1,4,0,1,57.377049180327866,29.230769230769234,0,0,1119539
0,2018,Australia,England,-15,0,-3,0,0,60.65573770491803,55.00000000000001,1,1,1119540
0,2018,Australia,England,45,-2,8,2,4,45.16129032258064,72.1311475409836,1,1,1119541
0,2018,England,India,-3,-1,-1,0,1,47.540983606557376,45.90163934426229,0,0,1119546
1,2018,England,India,12,-2,2,0,2,48.333333333333336,53.96825396825397,1,1,1119547
0,2018,India,England,-46,-1,-11,1,2,68.33333333333333,50.0,0,0,1119548
0,2017/18,India,New Zealand,-15,1,-5,2,1,66.66666666666666,61.29032258064516,1,1,1120090
0,2017/18,New Zealand,India,-29,2,-6,3,1,71.66666666666667,60.65573770491803,1,1,1120091
1,2017/18,India,New Zealand,-21,0,-2,1,1,62.903225806451616,48.484848484848484,0,0,1120092
1,2017/18,Pakistan,Sri Lanka,-12,-1,-4,1,2,65.07936507936508,62.295081967213115,0,0,1120286
1,2017/18,Pakistan,Sri Lanka,10,2,1,3,1,66.12903225806451,71.66666666666667,1,1,1120287
0,2017/18,Sri Lanka,Pakistan,0,0,0,0,0,55.55555555555556,60.65573770491803,1,1,1120288
0,2017/18,Sri Lanka,Pakistan,18,0,3,2,2,56.451612903225815,67.74193548387096,1,1,1120289
0,2017/18,Sri Lanka,Pakistan,-10,5,-3,5,0,66.66666666666666,61.66666666666667,1,1,1120290
0,2017/18,South Africa,India,0,0,-1,1,1,61.66666666666667,63.934426229508205,1,1,1122279
0,2017/18,South Africa,India,-18,0,-3,1,1,68.33333333333333,62.5,0,0,1122280
1,2017/18,India,South Africa,2,0,4,1,1,68.85245901639344,63.33333333333333,0,0,1122281
0,2017/18,India,South Africa,0,0,0,1,1,59.375,50.81967213114754,1,1,1122282
1,2017/18,India,South Africa,9,0,4,1,1,65.57377049180327,60.0,0,0,1122283
0,2017/18,South Africa,India,-19,1,-2,2,1,67.74193548387096,53.125,0,0,1122284
0,2017/18,India,Sri Lanka,-31,1,-6,3,2,90.1639344262295,68.75,0,0,1122726
1,2017/18,India,Sri Lanka,-8,-2,1,0,2,68.85245901639344,59.01639344262295,0,0,1122727
0,2017/18,Sri Lanka,India,13,0,6,1,1,58.333333333333336,58.06451612903226,0,0,1122728
1,2017/18,Hong Kong,Papua New Guinea,9,-3,2,1,4,66.66666666666666,68.85245901639344,0,0,1124089
0,2017/18,Zimbabwe,Bangladesh,-20,2,-2,3,1,64.0625,53.125,0,0,1130737
1,2017/18,Zimbabwe,Sri Lanka,3,-2,1,0,2,54.09836065573771,61.66666666666667,0,0,1130738
1,2017/18,Bangladesh,Sri Lanka,6,-2,2,0,2,55.73770491803278,59.01639344262295,1,1,1130739
0,2017/18,Zimbabwe,Sri Lanka,11,0,1,1,1,62.295081967213115,60.65573770491803,1,1,1130740
1,2017/18,Bangladesh,Zimbabwe,6,-3,3,1,4,64.0625,66.66666666666666,1,1,1130741
0,2017/18,Bangladesh,Sri Lanka,-39,3,-5,3,0,73.01587301587301,45.3125,1,1,1130742
1,2017/18,Sri Lanka,Bangladesh,34,-1,7,2,3,61.66666666666667,75.40983606557377,1,1,1130743
0,2017/18,United Arab Emirates,Ireland,11,-1,3,1,2,66.12903225806451,68.25396825396825,0,0,1131274
1,2017/18,Ireland,United Arab Emirates,7,-1,0,1,2,64.61538461538461,68.75,1,1,1131275
0,2017/18,Scotland,Ireland,-39,0,-8,1,1,76.5625,60.0,0,0,1131276
1,2017/18,Ireland,Scotland,13,1,4,1,0,62.903225806451616,65.57377049180327,1,1,1131277
1,2017/18,Scotland,United Arab Emirates,-6,1,0,2,1,63.33333333333333,63.07692307692307,0,0,1131278
0,2017/18,Scotland,United Arab Emirates,2,1,3,2,1,68.33333333333333,64.51612903225806,1,1,1131279
0,2017/18,Papua New Guinea,Ireland,-37,1,-7,2,1,78.33333333333333,61.29032258064516,0,0,1133002
1,2017/18,West Indies,United Arab Emirates,15,-1,5,0,1,63.934426229508205,69.35483870967742,1,1,1133003
0,2017/18,Hong Kong,Scotland,5,-2,2,0,2,70.96774193548387,74.19354838709677,0,0,1133005
0,2017/18,Papua New Guinea,West Indies,13,-1,1,1,2,60.317460317460316,65.57377049180327,1,1,1133007
1,2017/18,West Indies,Ireland,3,0,1,2,2,72.58064516129032,70.0,0,0,1133010
1,2017/18,Zimbabwe,Hong Kong,50,-1,11,1,2,57.14285714285714,71.66666666666667,0,0,1133012
1,2017/18,Ireland,United Arab Emirates,17,-2,8,0,2,60.9375,52.307692307692314,0,0,1133015
1,2017/18,Scotland,United Arab Emirates,-15,-2,-4,0,2,61.66666666666667,62.295081967213115,1,1,1133019
1,2017/18,Zimbabwe,Ireland,21,0,3,3,3,67.21311475409836,72.1311475409836,0,0,1133022
1,2017/18,Papua New Guinea,Hong Kong,-39,-2,-10,0,2,67.74193548387096,53.96825396825397,1,1,1133023
1,2017/18,Ireland,Scotland,-11,0,-7,1,1,64.51612903225806,71.66666666666667,0,0,1133025
0,2017/18,Zimbabwe,West Indies,-13,1,-1,2,1,66.66666666666666,68.85245901639344,1,1,1133026
1,2017/18,West Indies,Scotland,-8,-1,1,2,3,75.0,66.12903225806451,0,0,1133028
1,2017/18,United Arab Emirates,Zimbabwe,16,-1,5,1,2,62.903225806451616,64.51612903225806,0,0,1133029
1,2017/18,United Arab Emirates,Papua New Guinea,20,-4,5,0,4,60.65573770491803,67.74193548387096,0,0,1134540
1,2018/19,England,Sri Lanka,16,-3,3,1,4,56.451612903225815,67.74193548387096,0,0,1140380
0,2018/19,Sri Lanka,England,-15,-1,-1,2,3,39.34426229508197,29.6875,0,0,1140381
0,2018/19,Sri Lanka,England,-10,0,-1,1,1,65.57377049180327,62.903225806451616,0,0,1140382
1,2018/19,Sri Lanka,England,31,-4,7,0,4,50.79365079365079,70.49180327868852,1,1,1140383
0,2018,Sri Lanka,South Africa,-15,3,-5,5,2,63.07692307692307,55.73770491803278,1,1,1142584
0,2018,Sri Lanka,South Africa,-15,2,-3,2,0,60.317460317460316,58.333333333333336,1,1,1142585
1,2018,South Africa,Sri Lanka,-9,-2,0,1,3,59.67741935483871,45.0,0,0,1142586
1,2018,Sri Lanka,South Africa,-62,-3,-9,0,3,56.25,18.75,0,0,1142587
1,2018,Sri Lanka,South Africa,16,-2,-2,2,4,53.125,66.66666666666666,1,1,1142588
1,2018,Pakistan,Zimbabwe,-8,-2,-1,0,2,73.33333333333333,62.295081967213115,0,0,1142920
0,2018,Zimbabwe,Pakistan,-28,2,-4,2,0,77.41935483870968,62.295081967213115,1,1,1142921
0,2018,Zimbabwe,Pakistan,-40,3,-8,4,1,72.58064516129032,51.515151515151516,1,1,1142922
1,2018,Pakistan,Zimbabwe,11,-3,0,0,3,52.38095238095239,67.21311475409836,1,1,1142923
1,2018,Pakistan,Zimbabwe,24,0,3,0,0,49.2063492063492,75.0,1,1,1142924
0,2018/19,Zimbabwe,South Africa,-14,-2,-2,1,3,79.03225806451613,69.35483870967742,0,0,1144146
1,2018/19,South Africa,Zimbabwe,12,1,4,3,2,71.42857142857143,75.0,1,1,1144147
0,2018/19,Zimbabwe,South Africa,-22,2,-5,2,0,63.33333333333333,53.96825396825397,1,1,1144148
0,2018/19,South Africa,Pakistan,0,-1,0,0,1,60.0,65.0,1,1,1144156
1,2018/19,South Africa,Pakistan,-13,-1,-5,2,3,65.625,61.66666666666667,1,0,1144157
1,2018/19,South Africa,Pakistan,-20,0,-2,1,1,70.49180327868852,49.18032786885246,0,1,1144158
0,2018/19,South Africa,Pakistan,-19,2,-5,2,0,64.61538461538461,66.12903225806451,0,0,1144159
1,2018/19,South Africa,Pakistan,-12,0,-2,1,1,59.01639344262295,52.38095238095239,1,0,1144160
1,2018/19,South Africa,Sri Lanka,-6,1,1,2,1,60.65573770491803,52.459016393442624,1,0,1144167
1,2018/19,South Africa,Sri Lanka,23,-2,11,0,2,54.83870967741935,61.904761904761905,0,0,1144168
1,2018/19,South Africa,Sri Lanka,13,-1,2,1,2,50.0,68.33333333333333,0,0,1144169
1,2018/19,South Africa,Sri Lanka,4,1,1,2,1,63.934426229508205,60.65573770491803,1,0,1144170
1,2018/19,South Africa,Sri Lanka,-4,1,3,2,1,75.0,72.1311475409836,0,1,1144171
1,2019,England,South Africa,16,-1,1,1,2,49.18032786885246,66.66666666666666,0,0,1144483
0,2019,Pakistan,West Indies,-26,1,-6,3,2,67.21311475409836,53.2258064516129,0,0,1144484
1,2019,New Zealand,Sri Lanka,-26,3,-4,3,0,61.29032258064516,40.98360655737705,1,0,1144485
1,2019,Bangladesh,South Africa,14,0,3,1,1,59.67741935483871,56.666666666666664,0,0,1144487
0,2019,England,Pakistan,7,-2,0,0,2,53.2258064516129,57.377049180327866,1,0,1144488
1,2019,India,South Africa,0,1,0,2,1,70.0,70.49180327868852,0,1,1144490
0,2019,Bangladesh,New Zealand,-6,-1,-2,1,2,56.666666666666664,56.666666666666664,0,0,1144491
1,2019,Australia,West Indies,-6,2,-4,4,2,55.88235294117647,65.07936507936508,0,0,1144492
1,2019,England,Bangladesh,19,-1,7,0,1,50.81967213114754,55.00000000000001,0,0,1144494
0,2019,Australia,India,-7,0,-2,0,0,59.01639344262295,62.903225806451616,0,1,1144496
1,2019,Australia,Pakistan,5,-1,-4,0,1,55.55555555555556,70.49180327868852,0,0,1144499
1,2019,England,West Indies,-21,1,-2,1,0,66.12903225806451,56.25,1,0,1144501
1,2019,Australia,Sri Lanka,-34,0,-3,0,0,65.57377049180327,41.66666666666667,0,0,1144502
1,2019,India,Pakistan,15,-1,1,0,1,55.73770491803278,67.74193548387096,0,0,1144504
1,2019,Bangladesh,West Indies,-38,0,-4,1,1,67.74193548387096,47.61904761904761,1,0,1144505
1,2019,New Zealand,South Africa,-3,0,0,1,1,73.33333333333333,67.74193548387096,1,0,1144507
1,2019,Australia,Bangladesh,0,-1,0,0,1,57.377049180327866,59.01639344262295,1,1,1144508
0,2019,England,Sri Lanka,10,0,2,2,2,66.66666666666666,70.49180327868852,0,1,1144509
1,2019,New Zealand,West Indies,-29,0,-6,2,2,73.33333333333333,61.29032258064516,0,0,1144511
1,2019,Pakistan,South Africa,20,-1,7,0,1,62.295081967213115,60.65573770491803,1,1,1144512
0,2019,England,Australia,5,-3,-2,0,3,66.66666666666666,77.04918032786885,1,0,1144514
0,2019,New Zealand,Pakistan,1,2,-1,3,1,67.21311475409836,71.66666666666667,1,1,1144515
1,2019,India,West Indies,18,-1,2,1,2,62.903225806451616,66.66666666666666,1,1,1144516
1,2019,South Africa,Sri Lanka,14,1,0,2,1,46.875,62.903225806451616,1,0,1144517
1,2019,Australia,New Zealand,9,1,1,2,1,68.85245901639344,76.19047619047619,1,1,1144519
1,2019,England,India,19,-1,3,0,1,67.21311475409836,80.0,1,1,1144520
1,2019,Sri Lanka,West Indies,12,-2,6,0,2,62.903225806451616,57.14285714285714,0,0,1144521
0,2019,Bangladesh,India,29,-1,6,0,1,48.38709677419355,66.66666666666666,0,1,1144522
1,2019,England,New Zealand,30,-2,6,0,2,55.73770491803278,67.21311475409836,1,1,1144523
0,2019,Bangladesh,Pakistan,-9,0,-1,1,1,66.66666666666666,55.00000000000001,0,1,1144525
1,2019,India,Sri Lanka,-7,2,-1,2,0,66.12903225806451,53.333333333333336,0,1,1144526
0,2019,Australia,South Africa,29,-2,6,0,2,55.55555555555556,65.0,0,1,1144527
0,2019,India,New Zealand,3,-3,-1,1,4,72.1311475409836,80.32786885245902,0,1,1144528
0,2019,Australia,England,-23,3,-4,3,0,73.33333333333333,64.51612903225806,1,1,1144529
0,2018/19,Australia,South Africa,-38,3,-7,3,0,81.66666666666667,65.57377049180327,0,0,1144986
1,2018/19,Australia,South Africa,10,-1,2,1,2,60.0,64.51612903225806,0,0,1144987
1,2018/19,South Africa,Australia,-12,0,-3,2,2,79.03225806451613,69.35483870967742,0,0,1144988
1,2018/19,Australia,India,20,-1,4,2,3,69.35483870967742,76.19047619047619,1,1,1144997
0,2018/19,Australia,India,-15,1,-4,2,1,62.903225806451616,59.01639344262295,1,1,1144998
0,2018/19,Australia,India,4,1,3,2,1,78.33333333333333,75.0,0,0,1144999
1,2018,Bangladesh,West Indies,0,0,-1,1,1,69.84126984126983,73.33333333333333,1,1,1146720
1,2018,West Indies,Bangladesh,-45,0,-7,1,1,75.0,45.16129032258064,0,0,1146721
1,2018,Bangladesh,West Indies,-16,1,-4,1,0,65.07936507936508,56.25,1,1,1146722
1,2019,England,Pakistan,-9,0,-2,0,0,52.38095238095239,45.90163934426229,0,0,1152842
1,2019,England,Pakistan,-15,2,0,2,0,60.65573770491803,43.54838709677419,1,0,1152843
1,2019,England,Pakistan,-5,0,1,0,0,60.0,40.625,1,0,1152844
1,2019,England,Pakistan,40,-2,10,1,3,41.269841269841265,51.61290322580645,1,1,1152845
1,2018,Bangladesh,Sri Lanka,-18,-2,-6,2,4,70.96774193548387,70.0,1,1,1153243
0,2018,Hong Kong,Pakistan,-14,1,0,2,1,76.66666666666667,64.51612903225806,1,1,1153244
1,2018,India,Hong Kong,0,1,1,1,0,61.66666666666667,60.65573770491803,0,0,1153246
0,2018,Pakistan,India,-33,2,-6,2,0,78.33333333333333,61.29032258064516,1,1,1153247
0,2018,Bangladesh,India,-7,3,-2,3,0,58.06451612903226,58.333333333333336,0,0,1153249
0,2018,Pakistan,India,-25,1,-7,1,0,72.1311475409836,67.21311475409836,1,1,1153251
1,2018,Bangladesh,Pakistan,-10,0,-1,3,3,73.77049180327869,62.903225806451616,1,1,1153254
0,2018,Bangladesh,India,8,-2,1,0,2,49.18032786885246,55.73770491803278,0,0,1153255
1,2018/19,Bangladesh,West Indies,-16,-1,0,1,2,70.0,53.03030303030303,0,1,1153314
0,2018/19,Bangladesh,West Indies,10,0,1,1,1,57.57575757575758,59.67741935483871,0,0,1153315
1,2018/19,Bangladesh,West Indies,0,1,0,1,0,61.66666666666667,66.66666666666666,1,0,1153316
1,2018/19,Bangladesh,Zimbabwe,-17,1,-3,2,1,57.14285714285714,53.2258064516129,1,1,1153635
0,2018/19,Zimbabwe,Bangladesh,7,1,0,1,0,58.333333333333336,55.73770491803278,0,0,1153636
0,2018/19,Zimbabwe,Bangladesh,-45,1,-9,2,1,78.33333333333333,39.682539682539684,0,0,1153637
0,2018/19,New Zealand,India,-9,1,0,2,1,75.40983606557377,63.33333333333333,1,1,1153691
